id,long,lat,ECO_CODE,WWF_MHTNUM,C:wdist3,C:wdist4,C:wdist5,C:wdist6,C:wdist7,C:wdist8,C:ones3,C:ones4,C:ones5,C:ones6,C:ones7,C:ones8,C:sizes3,C:sizes4,C:sizes5,C:sizes6,C:sizes7,C:sizes8
enabled_col,0,0,F,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
142121,101.7521,37.89774,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142122,102.3213,37.89774,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142123,102.8905,37.89774,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142124,103.4597,37.89774,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142125,104.0289,37.89774,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
142126,104.5981,37.89774,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
142127,105.1673,37.89774,PA0508,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142128,105.7365,37.89774,PA0508,E:ba5,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142129,106.3057,37.89774,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
142137,110.8592,37.89774,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142138,111.4284,37.89774,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142139,111.9976,37.89774,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142140,112.5668,37.89774,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142141,113.136,37.89774,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142142,113.7052,37.89774,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142711,75.7241,37.44858,PA1014,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142712,76.2898,37.44858,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142713,76.8556,37.44858,PA1011,E:ab10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142730,86.4735,37.44858,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142731,87.0393,37.44858,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142732,87.605,37.44858,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142733,88.1708,37.44858,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142734,88.7366,37.44858,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142735,89.3023,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142736,89.8681,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142737,90.4338,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142738,90.9996,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142739,91.5654,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142740,92.1311,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142741,92.6969,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142742,93.2626,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142743,93.8284,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142744,94.3942,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142745,94.9599,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142746,95.5257,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142747,96.0915,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142748,96.6572,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142749,97.223,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142750,97.7887,37.44858,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142751,98.3545,37.44858,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142752,98.9203,37.44858,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142753,99.486,37.44858,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142754,100.0518,37.44858,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142755,100.6175,37.44858,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142756,101.1833,37.44858,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142757,101.7491,37.44858,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142758,102.3148,37.44858,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142759,102.8806,37.44858,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142760,103.4464,37.44858,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142761,104.0121,37.44858,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142762,104.5779,37.44858,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142763,105.1436,37.44858,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
142764,105.7094,37.44858,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
142772,110.2355,37.44858,PA1013,E:ab10,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142773,110.8012,37.44858,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142774,111.367,37.44858,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142775,111.9328,37.44858,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142776,112.4985,37.44858,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142777,113.0643,37.44858,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142778,113.6301,37.44858,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143349,74.768,36.99942,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143350,75.3304,36.99942,PA1014,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143351,75.8928,36.99942,PA1014,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143352,76.4552,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143353,77.0176,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143354,77.58,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143355,78.1424,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143368,85.4536,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143369,86.016,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143370,86.5784,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143371,87.1408,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143372,87.7032,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143373,88.2656,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143374,88.828,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143375,89.3904,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143376,89.9528,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143377,90.5153,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143378,91.0777,36.99942,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143379,91.6401,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143380,92.2025,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143381,92.7649,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143382,93.3273,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143383,93.8897,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143384,94.4521,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143385,95.0145,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143386,95.5769,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143387,96.1393,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143388,96.7017,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143389,97.2641,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143390,97.8265,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143391,98.3889,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143392,98.9513,36.99942,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143393,99.5137,36.99942,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143394,100.0761,36.99942,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143395,100.6385,36.99942,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143396,101.2009,36.99942,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143397,101.7633,36.99942,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143398,102.3257,36.99942,PA0517,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143399,102.8881,36.99942,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143400,103.4505,36.99942,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143401,104.0129,36.99942,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143402,104.5753,36.99942,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143403,105.1377,36.99942,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143404,105.7001,36.99942,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143412,110.1993,36.99942,PA1013,E:ab10,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
143413,110.7617,36.99942,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143414,111.3241,36.99942,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143415,111.8865,36.99942,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
143416,112.4489,36.99942,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143417,113.0113,36.99942,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143418,113.5737,36.99942,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143419,114.1361,36.99942,PA0411,E:bc4,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143990,73.2796,36.55027,PA1006,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143991,73.8387,36.55027,PA1006,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
143993,74.957,36.55027,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143994,75.5161,36.55027,PA9999,E:aa-1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143995,76.0752,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143996,76.6343,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143997,77.1934,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143998,77.7526,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
143999,78.3117,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144000,78.8708,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144001,79.4299,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144011,85.0211,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144012,85.5802,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144013,86.1393,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144014,86.6984,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144015,87.2575,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144016,87.8166,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144017,88.3758,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144018,88.9349,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144019,89.494,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144020,90.0531,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144021,90.6122,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144022,91.1713,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144023,91.7305,36.55027,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144024,92.2896,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144025,92.8487,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144026,93.4078,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144027,93.9669,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144028,94.526,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144029,95.0852,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144030,95.6443,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144031,96.2034,36.55027,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144032,96.7625,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144033,97.3216,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144034,97.8807,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144035,98.4399,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144036,98.999,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144037,99.5581,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144038,100.1172,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144039,100.6763,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144040,101.2354,36.55027,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144041,101.7946,36.55027,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144042,102.3537,36.55027,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144043,102.9128,36.55027,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144044,103.4719,36.55027,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144045,104.031,36.55027,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144046,104.5901,36.55027,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
144047,105.1492,36.55027,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144048,105.7084,36.55027,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144056,110.1813,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
144057,110.7404,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144058,111.2995,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144059,111.8586,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
144060,112.4178,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144061,112.9769,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
144062,113.536,36.55027,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
144634,71.8239,36.10111,PA1006,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144635,72.3798,36.10111,PA1006,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144636,72.9357,36.10111,PA1006,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144639,74.6034,36.10111,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144640,75.1593,36.10111,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
144641,75.7152,36.10111,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144642,76.2711,36.10111,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144643,76.8271,36.10111,PA1006,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
144644,77.383,36.10111,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
