ID,MEAN_HYP,MEAN_LOP,MEAN_HOD,MEAN_AL,MEAN_OL,MEAN_SF,MEAN_OT,MEAN_CM,MEAN_OO,MEAN_ETH,MEAN_LOPT,NB_SPC
enabled_col,T,T,T,T,T,T,T,T,T,T,T,F
159013,2.000,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,4
159014,2.333,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.167,0.000,6
159015,2.143,1.143,1.000,0.000,0.571,0.286,0.000,0.000,0.286,0.143,0.000,7
159016,2.143,1.143,1.000,0.000,0.571,0.286,0.000,0.000,0.286,0.143,0.000,7
159017,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,8
159018,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159019,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159020,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159021,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159022,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159023,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159024,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159025,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159026,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
159027,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
159028,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
159029,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,7
159030,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,7
159031,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,7
159032,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159033,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159034,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159035,2.000,1.429,1.000,0.000,0.714,0.714,0.000,0.000,0.000,0.143,0.000,7
159036,2.000,1.429,1.000,0.000,0.714,0.714,0.000,0.000,0.000,0.143,0.000,7
159037,2.000,1.429,1.000,0.000,0.714,0.714,0.000,0.000,0.000,0.143,0.000,7
159038,1.833,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159039,1.833,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159040,1.600,1.200,1.000,0.000,0.600,0.600,0.000,0.000,0.000,0.200,0.000,5
159041,1.833,1.000,1.333,0.000,0.667,0.500,0.167,0.167,0.000,0.167,0.500,6
159042,1.600,1.200,1.000,0.000,0.600,0.600,0.000,0.000,0.000,0.200,0.000,5
159043,1.600,1.200,1.000,0.000,0.600,0.600,0.000,0.000,0.000,0.200,0.000,5
159044,1.429,0.857,1.000,0.000,0.429,0.429,0.000,0.000,0.000,0.143,0.000,7
159045,1.429,0.857,1.000,0.000,0.429,0.429,0.000,0.000,0.000,0.143,0.000,7
159046,1.625,0.750,1.250,0.000,0.500,0.375,0.125,0.125,0.000,0.125,0.375,8
159047,1.625,0.750,1.250,0.125,0.500,0.375,0.125,0.125,0.000,0.125,0.375,8
159048,1.625,0.750,1.250,0.125,0.500,0.375,0.125,0.125,0.000,0.125,0.375,8
159049,1.500,0.800,1.200,0.200,0.500,0.300,0.100,0.100,0.000,0.100,0.500,10
159050,1.556,0.667,1.222,0.111,0.444,0.333,0.111,0.111,0.000,0.111,0.333,9
159051,1.556,0.667,1.222,0.111,0.444,0.333,0.111,0.111,0.000,0.111,0.333,9
159052,1.500,0.500,1.250,0.125,0.375,0.250,0.125,0.125,0.000,0.125,0.375,8
159053,1.571,0.571,1.286,0.000,0.429,0.286,0.143,0.143,0.000,0.143,0.429,7
159054,1.417,0.667,1.167,0.167,0.417,0.250,0.083,0.083,0.000,0.083,0.417,12
159055,1.222,0.444,1.000,0.111,0.222,0.222,0.000,0.000,0.000,0.111,0.000,9
159056,1.400,0.400,1.200,0.100,0.300,0.200,0.100,0.100,0.000,0.100,0.300,10
159057,1.500,0.833,1.000,0.167,0.417,0.167,0.000,0.000,0.167,0.083,0.000,12
159058,1.692,0.923,1.000,0.154,0.462,0.077,0.000,0.000,0.308,0.077,0.000,13
159059,1.583,0.833,1.000,0.167,0.417,0.083,0.000,0.000,0.250,0.083,0.000,12
159060,1.545,0.545,1.182,0.091,0.364,0.182,0.091,0.091,0.091,0.091,0.273,11
159061,1.444,0.667,1.000,0.000,0.333,0.222,0.000,0.000,0.111,0.111,0.000,9
159062,1.556,0.667,1.000,0.000,0.333,0.111,0.000,0.000,0.222,0.111,0.000,9
159063,1.636,0.909,1.000,0.091,0.455,0.091,0.000,0.000,0.273,0.091,0.000,11
159064,1.600,1.200,1.000,0.267,0.600,0.067,0.000,0.000,0.267,0.067,0.000,15
159065,1.750,1.333,1.000,0.250,0.667,0.083,0.000,0.000,0.333,0.083,0.000,12
159066,1.900,1.400,1.000,0.200,0.700,0.100,0.000,0.000,0.400,0.100,0.000,10
159067,1.818,1.273,1.000,0.273,0.636,0.091,0.000,0.000,0.364,0.091,0.000,11
159068,1.778,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,9
159069,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,8
159070,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159071,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159072,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159073,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159074,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
159075,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
159076,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159077,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159078,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,9
159079,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,9
159080,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,9
159081,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159082,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159083,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159084,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159085,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159086,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159087,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159088,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159089,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159090,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159091,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159092,1.167,1.000,1.000,0.333,0.500,0.167,0.000,0.000,0.000,0.167,0.000,6
159093,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,5
159094,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,6
159095,1.500,1.250,1.000,0.375,0.625,0.000,0.000,0.000,0.250,0.125,0.000,8
159096,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159097,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,5
159098,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,5
159099,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,6
159100,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159101,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159102,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159103,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159104,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159105,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159107,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
159721,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
159722,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
159723,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
159724,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
159725,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
159727,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.000,0.000,3
159728,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.000,0.000,3
159731,2.000,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,4
159732,2.200,1.200,1.000,0.000,0.600,0.200,0.000,0.000,0.400,0.200,0.000,5
159733,2.143,1.143,1.000,0.000,0.571,0.286,0.000,0.000,0.286,0.143,0.000,7
159734,2.143,1.143,1.000,0.000,0.571,0.286,0.000,0.000,0.286,0.143,0.000,7
159735,2.125,1.250,1.000,0.000,0.625,0.375,0.000,0.000,0.250,0.125,0.000,8
159736,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159737,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159738,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159739,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159740,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159741,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159742,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159743,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159744,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159745,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
159746,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
159747,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
159748,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
159749,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,7
159750,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159751,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159752,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159753,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159754,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159755,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159756,2.000,1.429,1.000,0.000,0.714,0.714,0.000,0.000,0.000,0.143,0.000,7
159757,2.000,1.429,1.000,0.000,0.714,0.714,0.000,0.000,0.000,0.143,0.000,7
159758,1.833,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159759,1.833,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
159760,1.600,1.200,1.000,0.000,0.600,0.600,0.000,0.000,0.000,0.200,0.000,5
159761,1.500,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
159762,1.500,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
159763,1.333,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
159764,1.250,0.500,1.000,0.000,0.250,0.250,0.000,0.000,0.000,0.250,0.000,4
159765,1.250,0.500,1.000,0.000,0.250,0.250,0.000,0.000,0.000,0.250,0.000,4
159766,1.250,0.500,1.000,0.000,0.250,0.250,0.000,0.000,0.000,0.250,0.000,4
159767,1.400,0.800,1.000,0.000,0.400,0.400,0.000,0.000,0.000,0.200,0.000,5
159768,1.286,0.571,1.000,0.143,0.286,0.286,0.000,0.000,0.000,0.143,0.000,7
159769,1.286,0.571,1.000,0.143,0.286,0.286,0.000,0.000,0.000,0.143,0.000,7
159770,1.167,0.333,1.000,0.000,0.167,0.167,0.000,0.000,0.000,0.167,0.000,6
159771,1.143,0.286,1.000,0.000,0.143,0.143,0.000,0.000,0.000,0.143,0.000,7
159772,1.125,0.250,1.000,0.125,0.125,0.125,0.000,0.000,0.000,0.125,0.000,8
159773,1.333,0.222,1.222,0.111,0.222,0.111,0.111,0.111,0.000,0.111,0.333,9
159774,1.222,0.444,1.000,0.111,0.222,0.222,0.000,0.000,0.000,0.111,0.000,9
159775,1.615,0.769,1.154,0.154,0.462,0.154,0.077,0.077,0.154,0.077,0.231,13
159776,1.455,0.727,1.000,0.182,0.364,0.091,0.000,0.000,0.182,0.091,0.000,11
159777,1.583,0.833,1.000,0.167,0.417,0.083,0.000,0.000,0.250,0.083,0.000,12
159778,1.400,0.600,1.000,0.100,0.300,0.200,0.000,0.000,0.100,0.100,0.000,10
159779,1.667,0.667,1.222,0.000,0.444,0.222,0.111,0.111,0.111,0.111,0.333,9
159780,1.444,0.667,1.000,0.000,0.333,0.222,0.000,0.000,0.111,0.111,0.000,9
159781,1.556,0.667,1.000,0.000,0.333,0.111,0.000,0.000,0.222,0.111,0.000,9
159782,1.636,0.909,1.000,0.091,0.455,0.091,0.000,0.000,0.273,0.091,0.000,11
159783,1.600,1.200,1.000,0.267,0.600,0.067,0.000,0.000,0.267,0.067,0.000,15
159784,1.636,1.091,1.000,0.182,0.545,0.091,0.000,0.000,0.273,0.091,0.000,11
159785,1.700,1.200,1.000,0.200,0.600,0.100,0.000,0.000,0.300,0.100,0.000,10
159786,1.778,1.333,1.000,0.222,0.667,0.111,0.000,0.000,0.333,0.111,0.000,9
159787,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,8
159788,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,8
159789,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159790,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159791,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159792,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
159793,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
159794,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
159795,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
159796,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159797,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
159798,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
159799,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
159800,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159801,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159802,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159803,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
159804,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159805,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159806,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159807,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,9
159808,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,9
159809,1.375,1.250,1.000,0.375,0.625,0.125,0.000,0.000,0.125,0.125,0.000,8
159810,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159811,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159812,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159813,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159814,1.143,1.143,1.000,0.429,0.571,0.143,0.000,0.000,0.000,0.143,0.000,7
159815,1.500,1.250,1.000,0.375,0.625,0.000,0.000,0.000,0.250,0.125,0.000,8
159816,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,6
159817,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,6
159818,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,6
159819,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159820,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159821,1.571,1.143,1.000,0.286,0.571,0.000,0.000,0.000,0.286,0.143,0.000,7
159822,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.167,0.000,6
159823,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.167,0.000,6
159824,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.167,0.000,6
159825,1.400,1.200,1.000,0.400,0.600,0.000,0.000,0.000,0.200,0.200,0.000,5
160441,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
160442,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
160443,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
160444,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
160445,1.750,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,4
160446,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
160447,2.000,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.000,0.000,3
160450,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.000,0.000,3
160452,2.333,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.000,0.000,3
160453,2.200,1.200,1.000,0.000,0.600,0.200,0.000,0.000,0.400,0.200,0.000,5
160454,2.333,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.167,0.000,6
160455,2.143,1.143,1.000,0.000,0.571,0.286,0.000,0.000,0.286,0.143,0.000,7
160456,2.143,1.143,1.000,0.000,0.571,0.286,0.000,0.000,0.286,0.143,0.000,7
160457,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160458,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160459,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160460,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160461,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160462,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160463,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160464,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160465,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160466,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160467,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160468,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160469,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,9
160470,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
160471,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
160472,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,8
160473,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160474,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160475,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160476,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160477,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160478,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160479,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160480,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.167,0.000,6
160481,1.800,1.200,1.000,0.000,0.600,0.600,0.000,0.000,0.000,0.200,0.000,5
160482,1.800,1.200,1.000,0.000,0.600,0.600,0.000,0.000,0.000,0.200,0.000,5
160483,1.500,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
160484,1.500,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
160485,1.333,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
160486,1.333,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
160487,1.333,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
160488,1.333,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
160489,1.556,0.444,1.222,0.000,0.333,0.111,0.111,0.111,0.111,0.111,0.333,9
160490,1.700,0.600,1.200,0.000,0.400,0.100,0.100,0.100,0.200,0.100,0.300,10
160491,1.700,0.600,1.200,0.000,0.400,0.100,0.100,0.100,0.200,0.100,0.300,10
160492,1.636,0.545,1.182,0.091,0.364,0.091,0.091,0.091,0.182,0.091,0.273,11
160493,1.636,0.545,1.182,0.091,0.364,0.091,0.091,0.091,0.182,0.091,0.273,11
160494,1.636,0.545,1.182,0.091,0.364,0.091,0.091,0.091,0.182,0.091,0.273,11
160495,1.500,0.400,1.200,0.100,0.300,0.100,0.100,0.100,0.100,0.100,0.300,10
160496,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,10
160497,1.455,0.727,1.000,0.182,0.364,0.091,0.000,0.000,0.182,0.091,0.000,11
160498,1.455,0.727,1.000,0.182,0.364,0.091,0.000,0.000,0.182,0.091,0.000,11
160499,1.583,0.833,1.000,0.167,0.417,0.083,0.000,0.000,0.250,0.083,0.000,12
160500,1.429,0.571,1.000,0.000,0.286,0.143,0.000,0.000,0.143,0.143,0.000,7
160501,1.625,0.500,1.250,0.000,0.375,0.125,0.125,0.125,0.125,0.125,0.375,8
160502,1.556,0.667,1.000,0.000,0.333,0.111,0.000,0.000,0.222,0.111,0.000,9
160503,1.375,0.500,1.000,0.000,0.250,0.125,0.000,0.000,0.125,0.125,0.000,8
160504,1.636,0.909,1.000,0.091,0.455,0.091,0.000,0.000,0.273,0.091,0.000,11
160505,1.647,1.059,1.118,0.294,0.588,0.059,0.059,0.059,0.235,0.059,0.176,17
160506,1.538,1.077,1.000,0.231,0.538,0.077,0.000,0.000,0.231,0.077,0.000,13
160507,1.636,1.091,1.000,0.182,0.545,0.091,0.000,0.000,0.273,0.091,0.000,11
160508,1.556,1.111,1.000,0.222,0.556,0.111,0.000,0.000,0.222,0.111,0.000,9
160509,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,8
160510,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,8
160511,1.625,1.250,1.000,0.250,0.625,0.125,0.000,0.000,0.250,0.125,0.000,8
160512,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
160513,1.714,1.429,1.000,0.286,0.714,0.143,0.000,0.000,0.286,0.143,0.000,7
160514,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
160515,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
160516,1.429,1.429,1.000,0.429,0.714,0.143,0.000,0.000,0.143,0.143,0.000,7
160517,1.625,1.500,1.000,0.375,0.750,0.125,0.000,0.000,0.250,0.125,0.000,8
160518,1.556,1.333,1.000,0.333,0.667,0.111,0.000,0.000,0.222,0.111,0.000,9
160519,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
160520,1.500,1.200,1.000,0.400,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
160521,1.455,1.091,1.000,0.364,0.545,0.091,0.000,0.000,0.182,0.091,0.000,11
160522,1.455,1.091,1.000,0.364,0.545,0.091,0.000,0.000,0.182,0.091,0.000,11
160523,1.300,1.000,1.000,0.400,0.500,0.100,0.000,0.000,0.100,0.100,0.000,10
160524,1.333,1.111,1.000,0.333,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
160525,1.333,1.111,1.000,0.333,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
160526,1.333,1.111,1.000,0.333,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
160527,1.333,1.111,1.000,0.333,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
160528,1.500,1.200,1.000,0.300,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
160529,1.500,1.200,1.000,0.300,0.600,0.100,0.000,0.000,0.200,0.100,0.000,10
